Référence;Désignation;Famille;Type;Fournisseur;Utilisateur;Code barre;N° série;Informations;Site;Date de livraison
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27364;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\6eme etage\607 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27365;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27366;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27367;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27368;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27369;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27370;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27371;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27372;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27373;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27374;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27375;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27376;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27377;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27378;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27379;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27380;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27381;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27382;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27383;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27384;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\5eme etage\519 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27385;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27386;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27387;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27388;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27389;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27390;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27391;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27392;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27393;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27394;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27395;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27396;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\4eme etage\434 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27397;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27398;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27399;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27400;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27401;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27402;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27403;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27404;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27405;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27406;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27407;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27408;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27409;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27410;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27411;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27412;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27413;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27414;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27415;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27416;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\3eme etage\335 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27417;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27418;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27419;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27420;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27421;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27422;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27423;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27424;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27425;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27426;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
CHAISVISIT, Chaise visiteur;Chaise visiteur;Mobilier de bureau;Chaise.;EquipBuro;;27427;;"Siège visiteur
Dossier tapissé sur coque
Assise tapissée
Piétement 4 pieds tube acier
chromé
Coque BLANCHE 
Tissu DUO ANTRACITE
Fabriqué en France";25\BESANCON\Siege\VIOTTE\2eme etage\234 - Salle de réunion;
